college,section,seats,instructor
Wake Technical Community College,PSY-263-0001,6,"Hyde, J"
Wake Technical Community College,PSY-263-0002,5,"Perry, C"
Wake Technical Community College,PSY-265-0001,3,"Narin, S"
Wake Technical Community College,PSY-281-0001,9,"McElvaney, C"
Wake Technical Community College,PSY-281-0004,0,"Roti, T"
Wake Technical Community College,PSY-281-5101,3,"Grieb, S"
Wake Technical Community College,PSY-281-5201,5,"Lewis, N"
Wake Technical Community College,PSY-281-5202,2,"Lora, M"
Wake Technical Community College,PSY-281-5203,2,"Lora, M"
Wake Technical Community College,PTC-110-0001,2,"Mikulecky, J"
Wake Technical Community College,PTC-222-0001,11,"Kelly, W"
Wake Technical Community College,RAD-122-5001,3,"Lofton, D, Wagner, A"
Wake Technical Community College,REL-110-0001,13,"Holste, R"
Wake Technical Community College,REL-110-0002,2,"Kamuabo, J"
Wake Technical Community College,REL-110-0003,2,"Riley, T"
Wake Technical Community College,REL-110-0004,4,"Riley, T"
Wake Technical Community College,REL-110-0005,0,"Trent, J"
Wake Technical Community College,REL-110-0006,9,"Kasten, M"
Wake Technical Community College,REL-110-5101,3,"Holste, R"
Wake Technical Community College,REL-110-5103,1,"Haigler, J"
Wake Technical Community College,REL-110-5201,0,"Trent, J"
Wake Technical Community College,REL-110-5202,0,"Trent, J"
Wake Technical Community College,REL-110-5203,1,"Kamuabo, J"
Wake Technical Community College,REL-110-5236,0,"Trent, J"
Wake Technical Community College,REL-110-5271,3,"Wortham, A"
Wake Technical Community College,REL-211-0001,2,"Kasten, M"
Wake Technical Community College,REL-212-0001,4,"Sundwall-Byers, I"
Wake Technical Community College,SAB-110-0001,2,"Rountree, C"
Wake Technical Community College,SAB-110-5201,4,"Daniels, J"
Wake Technical Community College,SAB-135-5236,4,"Little, D"
Wake Technical Community College,SAB-210-5203,7,"Little, D"
Wake Technical Community College,SAB-220-5237,5,"Edgerton, Y"
Wake Technical Community College,SAB-240-5203,5,"Edgerton, Y"
Wake Technical Community College,SEC-110-0001,1,"Warner, B"
Wake Technical Community College,SEC-110-0002,7,"Mulholland, J"
Wake Technical Community College,SEC-110-5003,8,"Warner, B"
Wake Technical Community College,SEC-110-5101,6,"Sheuring, J"
Wake Technical Community College,SEC-160-0001,0,"Paul, P"
Wake Technical Community College,SEC-160-5002,5,"Sheuring, J"
Wake Technical Community College,SEC-210-0001,10,"Sheuring, J"
Wake Technical Community College,SEC-285-0001,26,"Sheuring, J"
Wake Technical Community College,SGD-111-5102,3,"Turner, K"
Wake Technical Community College,SGD-111-5107,0,"Angel, B"
Wake Technical Community College,SGD-111-5142,3,"Eskandari, A"
Wake Technical Community College,SGD-111-5173,1,"Angel, B"
Wake Technical Community College,SGD-113-5102,3,"Johnson, A"
Wake Technical Community College,SGD-113-5103,6,"Johnson, A"
Wake Technical Community College,SGD-113-5105,4,"Cox, G"
Wake Technical Community College,SGD-113-5172,5,"Proctor, J"
Wake Technical Community College,SGD-113-5174,5,"Sowers, B"
Wake Technical Community College,SGD-114-5101,7,"Brossoie, D"
Wake Technical Community College,SGD-114-5173,1,"Grady, R"
Wake Technical Community College,SGD-116-5101,1,"Armstrong, E"
Wake Technical Community College,SGD-116-5102,2,"Deal, B"
Wake Technical Community College,SGD-116-5172,1,"Grady, R"
Wake Technical Community College,SGD-117-5171,1,"Grady, R"
Wake Technical Community College,SGD-134-5141,0,"Turner, K"
Wake Technical Community College,SGD-134-5142,0,"Turner, K"
Wake Technical Community College,SGD-134-5174,0,"Turner, K"
Wake Technical Community College,SGD-162-5143,5,"Deal, B"
Wake Technical Community College,SGD-162-5173,6,"Marshall, R"
Wake Technical Community College,SGD-166-0001,1,"Swearingen, B"
Wake Technical Community College,SGD-172-0001,0,"Johnson, A"
Wake Technical Community College,SGD-174-5142,5,"Swearingen, B"
Wake Technical Community College,SGD-174-5173,2,"Swearingen, B"
Wake Technical Community College,SGD-180-5103,1,"Wold, A"
Wake Technical Community College,SGD-212-5102,12,"Eskandari, A"
Wake Technical Community College,SGD-212-5103,6,"Eskandari, A"
Wake Technical Community College,SGD-213-5171,14,"Wold, A"
Wake Technical Community College,SGD-214-5142,13,"Grady, R"
Wake Technical Community College,SGD-285-5141,3,"Wold, A"
Wake Technical Community College,SIM-110-0001,16,"Hubble, M"
Wake Technical Community College,SOC-210-0001,3,"McManus, L"
Wake Technical Community College,SOC-210-0002,6,"McManus, L"
Wake Technical Community College,SOC-210-0003,5,"Samieva, A"
Wake Technical Community College,SOC-210-0004,0,"Samieva, A"
Wake Technical Community College,SOC-210-0005,2,"Shurtleff, E"
Wake Technical Community College,SOC-210-0006,0,"Shurtleff, E"
Wake Technical Community College,SOC-210-0007,5,"Felden, J"
Wake Technical Community College,SOC-210-0008,3,"Niles, B"
Wake Technical Community College,SOC-210-0009,2,"Niles, B"
Wake Technical Community College,SOC-210-0010,8,"Felden, J"
Wake Technical Community College,SOC-210-0011,3,"Popp, J"
Wake Technical Community College,SOC-210-0012,1,"Popp, J"
Wake Technical Community College,SOC-210-0015,1,"Wallingford, K"
Wake Technical Community College,SOC-210-0017,0,"Fryar, M"
Wake Technical Community College,SOC-210-0018,0,"Samieva, A"
Wake Technical Community College,SOC-210-0019,0,"Reiter, A"
Wake Technical Community College,SOC-210-0020,2,"Shurtleff, E"
Wake Technical Community College,SOC-210-0021,0,"McManus, L"
Wake Technical Community College,SOC-210-0023,4,"Shurtleff, E"
Wake Technical Community College,SOC-210-0024,4,"Felden, J"
Wake Technical Community College,SOC-210-5104,2,"Wallingford, K"
Wake Technical Community College,SOC-210-5106,2,"Fryar, M"
Wake Technical Community College,SOC-210-5109,0,"Popp, J"
Wake Technical Community College,SOC-210-5208,2,"Felden, J"
Wake Technical Community College,SOC-210-5209,1,"Shurtleff, E"
Wake Technical Community College,SOC-210-5210,1,"Teander, P"
Wake Technical Community College,SOC-210-5211,2,"Teander, P"
Wake Technical Community College,SOC-210-5212,3,"Shurtleff, E"
Wake Technical Community College,SOC-210-5239,2,"Felden, J"
Wake Technical Community College,SOC-210-5240,2,"Felden, J"
Wake Technical Community College,SOC-210-5272,2,"Reiter, A"
Wake Technical Community College,SOC-210-5401,1,"Wallingford, K"
Wake Technical Community College,SOC-210-5801,1,"Teander, P"
Wake Technical Community College,SOC-210-5803,5,"Teander, P"
Wake Technical Community College,SOC-213-0001,2,"Fryar, M"
Wake Technical Community College,SOC-213-0002,0,"Fryar, M"
Wake Technical Community College,SOC-213-0003,4,"Teander, P"
Wake Technical Community College,SOC-213-0004,0,"Fryar, M"
Wake Technical Community College,SOC-213-5102,2,"Fryar, M"
Wake Technical Community College,SOC-220-0001,1,"McManus, L"
Wake Technical Community College,SOC-220-0002,0,"MacDonald, J"
Wake Technical Community College,SOC-220-0003,3,"Samieva, A"
Wake Technical Community College,SOC-220-5102,1,"Wallingford, K"
Wake Technical Community College,SOC-220-5202,1,"Samieva, A"
Wake Technical Community College,SOC-220-5801,0,"Samieva, A"
Wake Technical Community College,SOC-225-0001,1,"Popp, J"
Wake Technical Community College,SOC-230-0001,6,"Brown, L"
Wake Technical Community College,SOC-242-5236,3,"Shurtleff, E"
Wake Technical Community College,SPA-111-0001,5,"Kiec, K"
Wake Technical Community College,SPA-111-0002,4,"Castellow, E"
Wake Technical Community College,SPA-111-0003,7,"Fox, S"
Wake Technical Community College,SPA-111-0004,4,"Kiec, K"
Wake Technical Community College,SPA-111-0005,10,"Politte, P"
Wake Technical Community College,SPA-111-0006,4,"Church, E"
Wake Technical Community College,SPA-111-0007,1,"Salazar, H"
Wake Technical Community College,SPA-111-5101,7,"O'Brien Anderson, E"
Wake Technical Community College,SPA-111-5102,1,"O'Brien Anderson, E"
Wake Technical Community College,SPA-111-5136,6,"Salazar, H"
Wake Technical Community College,SPA-111-5137,2,"Church, E"
Wake Technical Community College,SPA-111-5201,2,"Lovett, P"
Wake Technical Community College,SPA-111-5202,3,"Castellow, E"
Wake Technical Community College,SPA-111-5203,1,"Lovett, P"
Wake Technical Community College,SPA-112-0001,1,"O'Brien Anderson, E"
Wake Technical Community College,SPA-112-0002,10,"Salazar, H"
Wake Technical Community College,SPA-112-5101,2,"Church, E"
Wake Technical Community College,SPA-112-5104,0,"Church, E"
Wake Technical Community College,SPA-112-5202,0,"Lovett, P"
Wake Technical Community College,SPA-112-5236,1,"Fox, S"
Wake Technical Community College,SPA-120-5102,1,"Broden, J"
Wake Technical Community College,SPA-181-0001,5,"Kiec, K"
Wake Technical Community College,SPA-181-0002,4,"Castellow, E"
Wake Technical Community College,SPA-181-0003,7,"Fox, S"
Wake Technical Community College,SPA-181-0004,4,"Kiec, K"
Wake Technical Community College,SPA-181-0005,10,"Politte, P"
Wake Technical Community College,SPA-181-0006,4,"Church, E"
Wake Technical Community College,SPA-181-0007,1,"Salazar, H"
Wake Technical Community College,SPA-181-5011,6,"O'Brien Anderson, E"
Wake Technical Community College,SPA-181-5012,1,"O'Brien Anderson, E"
Wake Technical Community College,SPA-181-5016,5,"Salazar, H"
Wake Technical Community College,SPA-181-5017,2,"Church, E"
Wake Technical Community College,SPA-181-5021,2,"Lovett, P"
Wake Technical Community College,SPA-181-5022,3,"Castellow, E"
Wake Technical Community College,SPA-181-5023,1,"Lovett, P"
Wake Technical Community College,SPA-182-0001,1,"O'Brien Anderson, E"
Wake Technical Community College,SPA-182-0002,9,"Salazar, H"
Wake Technical Community College,SPA-182-5011,2,"Church, E"
Wake Technical Community College,SPA-182-5014,0,"Church, E"
Wake Technical Community College,SPA-182-5022,0,"Lovett, P"
Wake Technical Community College,SPA-182-5236,1,"Fox, S"
Wake Technical Community College,SPA-211-0001,1,"Politte, P"
Wake Technical Community College,SPA-211-5136,1,"Kiec, K"
Wake Technical Community College,SPA-281-0001,1,"Politte, P"
Wake Technical Community College,SPA-281-5016,1,"Kiec, K"
Wake Technical Community College,SWK-110-0001,4,"Hamrick, T"
Wake Technical Community College,SWK-113-5201,0,"Edgerton, Y"
Wake Technical Community College,TRN-170-0001,0,"Hawley, C"
Wake Technical Community College,TRN-170-0002,0,"Jarmon, R"
Wake Technical Community College,WBL-111-0001,0,"Cahoon, E"
Wake Technical Community College,WBL-111-0002,1,"Mohamed, R"
Wake Technical Community College,WBL-111-0016,2,"Vitacco, M"
Wake Technical Community College,WBL-111-0035,0,"Young, N"
Wake Technical Community College,WBL-111-0054,18,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-111-0055,4,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-112-0001,5,"Jefferson, P"
Wake Technical Community College,WBL-112-0010,2,"Vitacco, M"
Wake Technical Community College,WBL-112-0011,3,"Monsky, M, DiMichelo, D"
Wake Technical Community College,WBL-112-0027,23,"Hadley, J"
Wake Technical Community College,WBL-112-0028,19,"Hadley, J"
Wake Technical Community College,WBL-112-0035,0,"Young, N"
Wake Technical Community College,WBL-112-0054,13,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-112-0055,3,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-113-0004,8,"Winston, A"
Wake Technical Community College,WBL-113-0011,3,"Monsky, M, DiMichelo, D"
Wake Technical Community College,WBL-113-0051,14,"Trent, N"
Wake Technical Community College,WBL-113-0052,14,"Olds, K"
Wake Technical Community College,WBL-113-0054,16,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-113-0055,3,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-113-0067,20,"Mulholland, J, DeSimone, C"
Wake Technical Community College,WBL-115-5201,1,"Mohamed, R"
Wake Technical Community College,WBL-131-0054,17,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WBL-132-0026,21,"Hadley, J"
Wake Technical Community College,WBL-133-0054,18,"DeSimone, C, Mulholland, J"
Wake Technical Community College,WEB-110-0001,4,"Wallace, G"
Wake Technical Community College,WEB-110-0002,3,"Wallace, G"
Wake Technical Community College,WEB-110-0003,0,"Wallace, G"
Wake Technical Community College,WEB-110-0004,19,"Samuels, R"
Wake Technical Community College,WEB-115-0001,1,"Wallace, G"
Wake Technical Community College,WEB-115-0002,2,"Samuels, R"
Wake Technical Community College,WEB-115-0003,1,"Foster, D"
Wake Technical Community College,WEB-115-0004,4,"Wallace, G"
Wake Technical Community College,WEB-115-5172,4,"Foster, D"
Wake Technical Community College,WEB-125-0001,0,"D'Agata, N"
Wake Technical Community College,WEB-140-0001,4,"Foster, D"
Wake Technical Community College,WEB-140-0002,2,"Sottile, L"
Wake Technical Community College,WEB-140-0003,3,"Foster, D"
Wake Technical Community College,WEB-140-0004,6,"Sottile, L"
Wake Technical Community College,WEB-151-0001,13,"Schore, M"
Wake Technical Community College,WEB-180-0001,3,"Schore, M"
Wake Technical Community College,WEB-182-0001,12,"Lewin, C"
Wake Technical Community College,WEB-210-0001,2,"D'Agata, N"
Wake Technical Community College,WEB-210-0002,3,"D'Agata, N"
Wake Technical Community College,WEB-210-5101,3,"D'Agata, N"
Wake Technical Community College,WEB-250-0001,4,"Foster, D"
Wake Technical Community College,WLD-141-0001,2,"Lowery, J"
Wake Technical Community College,WLD-141-0002,1,"Lowery, J"
Wake Technical Community College,ARC-114-0001,0,"Anastes, J"
Wake Technical Community College,ARC-114-0002,6,"Vitacco, M"
Wake Technical Community College,ARC-114-0003,3,"Musmar, Z"
Wake Technical Community College,ARC-114A-0001,0,"Anastes, J"
Wake Technical Community College,ARC-114A-0002,6,"Vitacco, M"
Wake Technical Community College,ARC-114A-0003,3,"Musmar, Z"
Wake Technical Community College,ARC-131-0001,3,"Card, D"
Wake Technical Community College,ARC-132-0001,1,"Anastes, J"
Wake Technical Community College,ARC-211-0001,2,"Card, D"
Wake Technical Community College,ARC-220-0001,2,"Vitacco, M"
Wake Technical Community College,ARC-225-0001,3,"Musmar, Z"
Wake Technical Community College,ARC-225A-0001,3,"Musmar, Z"
Wake Technical Community College,ARC-230-0001,0,"Jefferson, P"
Wake Technical Community College,ARC-250-0001,0,"Card, D"
Wake Technical Community College,ARC-264-0002,14,"Jefferson, P"
Wake Technical Community College,ART-111-0001,1,"Smith, R"
Wake Technical Community College,ART-111-0002,0,"Smith, R"
Wake Technical Community College,ART-111-0003,6,"Fox, A"
Wake Technical Community College,ART-111-0004,2,"Smith, R"
Wake Technical Community College,ART-111-0005,7,"Fox, A"
Wake Technical Community College,ART-111-0006,3,"Kerrigan, E"
Wake Technical Community College,ART-111-0007,1,"Lapointe, M"
Wake Technical Community College,ART-111-0008,1,"Lapointe, M"
Wake Technical Community College,ART-111-0009,1,"Butterworth, J"
Wake Technical Community College,ART-111-0010,0,"Butterworth, J"
Wake Technical Community College,ART-111-0011,0,"Lapointe, M"
Wake Technical Community College,ART-111-0012,1,"Lapointe, M"
Wake Technical Community College,ART-111-0013,2,"Schenk, K"
Wake Technical Community College,ART-111-0014,3,"Lapointe, M"
Wake Technical Community College,ART-111-0036,0,"Beck, I"
Wake Technical Community College,ART-111-5101,1,"Fox, A"
Wake Technical Community College,ART-111-5103,3,"Schenk, K"
Wake Technical Community College,ART-111-5136,2,"Schenk, K"
Wake Technical Community College,ART-111-5201,4,"Mayhew, R"
Wake Technical Community College,ART-111-5203,3,"Smith, R"
Wake Technical Community College,ART-111-5204,1,"Butterworth, J"
Wake Technical Community College,ART-111-5205,3,"Butterworth, J"
Wake Technical Community College,ART-111-5206,6,"Benz, D"
Wake Technical Community College,ART-111-5237,0,"Smith, R"
Wake Technical Community College,ART-111-5238,1,"Beck, I"
Wake Technical Community College,ART-114-0001,11,"Mayhew, R"
Wake Technical Community College,ART-114-0002,1,"Mayhew, R"
Wake Technical Community College,ART-114-5136,2,"Fox, A"
Wake Technical Community College,ART-114-5201,5,"Mayhew, R"
Wake Technical Community College,ART-114-5236,4,"Mayhew, R"
Wake Technical Community College,ART-115-0001,6,"Kerrigan, E"
Wake Technical Community College,ART-115-5136,2,"Kerrigan, E"
Wake Technical Community College,ART-117-5236,3,"Smith, R"
Wake Technical Community College,ART-121-0001,1,"Murray, K"
Wake Technical Community College,ART-121-5101,1,"Hoover, H"
Wake Technical Community College,ART-121-5201,8,"Love, J"
Wake Technical Community College,ART-121-5202,2,"Murray, K"
Wake Technical Community College,ART-131-0001,0,"Cardillo, J"
Wake Technical Community College,ART-131-0002,1,"Greenberg Gattis, J"
